"keywords","volume","bid","competition","words","rank_value","avg_kc","language","location"
"free messaging dating sites","880","$2.15","High","4","$11.8","39","en","us"
"front yard rock garden","390","$0.65","High","4","$1.6","35","en","us"
"frozen yogurt keto","590","$4.34","Low","3","$11.1","25","en","us"
"full beauty clothing","210","$0.97","High","3","$1.3","46","en","us"
"gardenia bushes for sale","140","$0.65","High","4","$0.6","34","en","us"
"general contractor commercial construction","110","$9.16","Low","4","$2.1","27","en","us"
"grass scissors","260","$0.34","High","2","$0.6","43","en","us"
"gt500 automatic","170","$0.56","Low","2","$0.6","43","en","us"
"gujarati matrimony","480","$0.49","Low","2","$1.5","28","en","us"
"handkerchief wedding dress","590","$0.35","High","3","$1.3","40","en","us"
"hayley paige veils","320","$0.65","High","3","$1.3","37","en","us"
"herman miller cubicles","590","$4.21","High","3","$11.1","39","en","us"
"hipaa lawyer","590","$5.33","Medium","2","$11.1","37","en","us"
"home office desk furniture","720","$3.22","High","4","$13.5","46","en","us"
"hornbeam trees for sale","170","$0.39","High","4","$0.4","28","en","us"
"hoss garden tools","210","$0.61","High","3","$0.8","35","en","us"
"how to lose 10 pounds in 5 days","1000","$2.05","Low","8","$12.8","48","en","us"
"how to lose 80 pounds in 6 months","260","$2.31","Low","8","$3.8","40","en","us"
"how to lose belly and thigh fat","210","$2.85","Low","7","$3.7","37","en","us"
"how to lose belly fat exercise men","210","$2.33","Low","7","$3.1","44","en","us"
"how to lose belly fat in 2 days","390","$2.24","Low","8","$5.5","43","en","us"
"how to lose tricep fat","170","-","Low","5","-","40","en","us"
"how to lose weight as fast as possible","170","$1.65","Low","8","$1.8","51","en","us"
"how to lose weight without trying","480","$2.69","Low","6","$8.1","44","en","us"
"hula hoe lowes","390","$0.30","High","3","$0.7","48","en","us"
"husqvarna gas leaf blower","320","$0.73","High","4","$1.5","46","en","us"
"hydro jet power washer amazon","110","$0.67","High","5","$0.5","51","en","us"
"innovative construction","880","$5.33","Low","2","$16.5","24","en","us"
"international seo","590","$16.17","Low","2","$11.1","54","en","us"
"jarvis adjustable desk","170","$4.46","High","3","$3.2","38","en","us"
"jeep grand cherokee engine","590","$3.98","High","4","$11.1","46","en","us"
"justin alexander sweetheart","210","$0.77","High","3","$1.0","37","en","us"
"kate spade cocktail dress","480","$1.92","High","4","$5.8","38","en","us"
"keto vanilla ice cream","1000","$1.52","Low","4","$9.5","29","en","us"
"kid friendly all inclusive","210","$1.33","Medium","4","$1.8","39","en","us"
"kid friendly caribbean resorts","590","$2.10","Low","4","$7.7","43","en","us"
"knoll reff","210","$4.49","Medium","2","$3.9","43","en","us"
"lane bryant summer dresses","480","$0.91","High","4","$2.7","51","en","us"
"last minute family vacation deals","720","$3.16","High","5","$13.5","45","en","us"
"lawn mower tiller","390","$0.44","High","3","$1.1","46","en","us"
"legal advice near me","390","$6.01","Medium","4","$7.3","40","en","us"
"lg solar panels price","170","$5.16","High","4","$3.2","34","en","us"
"lifestyle tropical beach resort & spa","720","$1.50","Medium","5","$6.8","39","en","us"
"light pink cocktail dress","1000","$1.21","High","4","$7.6","39","en","us"
"lily beach resort & spa","110","$1.11","Low","5","$0.8","45","en","us"
"lipsy london dresses","170","$0.77","High","3","$0.8","29","en","us"
"long denim dress plus size","260","$0.67","High","5","$1.1","36","en","us"
"long plus size bridesmaid dresses","720","$1.06","High","5","$4.8","47","en","us"
"lose 20 pounds in a month diet plan","720","$2.09","Medium","8","$9.4","46","en","us"
"low carb sloppy joe","720","$2.38","Low","4","$10.7","26","en","us"
"lowes kitchen makeover","110","$1.52","High","3","$1.0","45","en","us"
"marys quinceanera","880","$0.89","High","2","$4.9","31","en","us"
"mauve mother of the bride dresses","1000","$0.74","High","6","$4.6","39","en","us"
"meet cougars online free","140","$1.79","High","4","$1.6","26","en","us"
"mexican riviera resorts","260","$3.72","Medium","3","$4.9","41","en","us"
"mexican wedding invitations","590","$1.85","High","3","$6.8","33","en","us"
"morgan stanley share price","210","-","Low","4","-","48","en","us"
"mori lee mother of the bride","480","$0.63","High","6","$1.9","33","en","us"
"mortgage loan interest rates","1000","$7.58","High","4","$18.7","61","en","us"
"most comfortable executive office chair","260","$3.62","High","5","$4.9","29","en","us"
"most powerful cordless leaf blower","210","$0.86","High","5","$1.1","43","en","us"
"nasty gal discount code","720","$0.31","Medium","4","$1.4","38","en","us"
"new kitchen cost","1000","$2.76","High","3","$17.2","47","en","us"
"new years vacation packages","170","$2.10","High","4","$2.2","38","en","us"
"no carb no sugar recipes","720","$0.22","Low","5","$1.0","39","en","us"
"nordstrom plus size gowns","320","$1.52","High","4","$3.0","43","en","us"
"office bookcase","1000","$2.44","High","2","$15.3","48","en","us"
"office chair price","390","$1.61","High","3","$3.9","44","en","us"
"okatsune pruners","170","$0.42","High","2","$0.5","34","en","us"
"paternity lawyer","720","$11.16","Medium","2","$13.5","32","en","us"
"paul's landscaping","320","$3.16","Low","2","$6.0","28","en","us"
"pearl wedding veil","260","$0.60","High","3","$1.0","34","en","us"
"photovoltaic solar power","140","-","Low","3","-","48","en","us"
"plant clippers","210","$0.53","High","2","$0.7","40","en","us"
"plant trimming scissors","260","$0.64","High","3","$1.0","36","en","us"
"plum wedding invitations","210","$1.72","High","3","$2.3","43","en","us"
"plus size black bodycon dress","880","$0.90","High","5","$5.0","28","en","us"
"plus size boutique dresses","1000","$1.22","High","4","$7.6","22","en","us"
"plus size clothing for older ladies","170","$2.58","High","6","$2.7","39","en","us"
"plus size hibiscus dress","170","$0.89","High","4","$1.0","36","en","us"
"plus size linen maxi dresses","390","$1.42","High","5","$3.5","36","en","us"
"plus size maxi shirt dress","210","$0.99","High","5","$1.3","41","en","us"
"plus size ruched dress","880","$0.91","High","4","$5.0","37","en","us"
"poconos timeshare promotions","210","$2.05","Medium","3","$2.7","23","en","us"
"pointsprizes coupon code","110","$3.17","Low","3","$2.1","25","en","us"
"qvc promotional code","320","$0.76","High","3","$1.5","39","en","us"
"rab subaru","140","$6.43","Low","2","$2.6","18","en","us"
"ranch house remodel","480","$4.03","Low","3","$9.0","43","en","us"
"rec solar panels","880","$5.20","High","3","$16.5","37","en","us"
"recycled aggregate","320","$2.43","Low","2","$4.9","33","en","us"
"red halter cocktail dress","140","$1.19","High","4","$1.0","36","en","us"
"retirement financial advisor","590","$18.50","Medium","3","$11.1","44","en","us"
"riding lawn mower seat","720","$0.38","High","4","$1.7","37","en","us"
"riu emerald bay all inclusive","140","$1.71","Low","5","$1.5","38","en","us"
"rubberific landscape edging","320","$0.34","High","3","$0.7","42","en","us"
"running weight loss tips","170","$12.76","Low","4","$3.2","45","en","us"
"scion frs engine","720","$0.32","High","3","$1.4","42","en","us"
"serene landscape","590","$4.23","Low","2","$11.1","39","en","us"
"short term finance","590","$12.92","Low","3","$11.1","28","en","us"
"shovel tool","170","$0.43","High","2","$0.5","41","en","us"
"small conference table","880","$4.76","High","3","$16.5","39","en","us"
"small garden cart","210","$0.64","High","3","$0.8","43","en","us"
"small kitchen makeovers","880","$1.74","High","3","$9.6","48","en","us"
"small veil","210","$0.44","High","2","$0.6","44","en","us"
"solar panel estimate","390","$10.67","High","3","$7.3","40","en","us"
"subaru impreza automatic","110","$6.57","Medium","3","$2.1","45","en","us"
"surfdome promo code","720","$2.12","Low","3","$9.5","40","en","us"
"swimming pool landscaping","320","$2.55","High","3","$5.1","42","en","us"
"tatti lashes discount code","140","$2.71","Medium","4","$2.4","21","en","us"
"tesla solar company","210","$16.11","Medium","3","$3.9","53","en","us"
"tesla solar power","590","$5.59","Medium","3","$11.1","55","en","us"
"tesla solar roof tiles cost","110","$4.30","High","5","$2.1","49","en","us"
"tesla stock yahoo","880","$3.26","Low","3","$16.5","57","en","us"
"the westin playa conchal","390","$2.34","Low","4","$5.7","49","en","us"
"tips to lose stomach fat","140","$1.59","Low","5","$1.4","55","en","us"
"top divorce lawyers near me","390","$20.89","Medium","5","$7.3","32","en","us"
"tours and travels near me","210","$1.35","Low","5","$1.8","36","en","us"
"travelodge promo code","110","$0.84","Low","3","$0.6","40","en","us"
"tulip tree for sale","320","$0.59","High","4","$1.2","30","en","us"
"vacation express travel agent","1300","$0.92","Low","4","$7.5","33","en","us"
"vegetarian keto diet meal plan","170","$1.50","High","5","$1.6","36","en","us"
"watercolor invitations","480","$3.22","High","2","$9.0","36","en","us"
"web marketing agency","390","$30.33","Low","3","$7.3","41","en","us"
"wedding cake toppers near me","390","$0.34","High","5","$0.8","43","en","us"
"wedding dinner invitation","140","$2.36","High","3","$2.1","42","en","us"
"wedding veils amazon","1000","$0.54","High","3","$3.4","51","en","us"
"white desk table","880","$1.53","High","3","$8.4","41","en","us"
"wordpress hosting sites","590","$41.59","High","3","$11.1","63","en","us"
"worx lawn edger","390","$0.89","High","3","$2.2","43","en","us"
"yard rake for tractor","210","$0.87","High","4","$1.1","42","en","us"
"zac posen cocktail dresses","170","$1.68","High","4","$1.8","35","en","us"
