"Keyword","Avg. Search Volume","Location","CPC","PPC","Keyword Difficulty","Search Volume 3/2015","Search Volume 4/2015","Search Volume 5/2015","Search Volume 6/2015","Search Volume 7/2015","Search Volume 8/2015","Search Volume 9/2015","Search Volume 10/2015","Search Volume 11/2015","Search Volume 12/2015","Search Volume 1/2016","Search Volume 2/2016","Search Volume 3/2016","Search Volume 4/2016","Search Volume 5/2016","Search Volume 6/2016","Search Volume 7/2016","Search Volume 8/2016","Search Volume 9/2016","Search Volume 10/2016","Search Volume 11/2016","Search Volume 12/2016","Search Volume 1/2017","Search Volume 2/2017","Search Volume 3/2017","Search Volume 4/2017","Search Volume 5/2017","Search Volume 6/2017","Search Volume 7/2017","Search Volume 8/2017","Search Volume 9/2017","Search Volume 10/2017","Search Volume 11/2017","Search Volume 12/2017","Search Volume 1/2018","Search Volume 2/2018","Search Volume 3/2018","Search Volume 4/2018","Search Volume 5/2018","Search Volume 6/2018","Search Volume 7/2018","Search Volume 8/2018","Search Volume 9/2018","Search Volume 10/2018","Search Volume 11/2018","Search Volume 12/2018","Search Volume 1/2019","Search Volume 2/2019","Search Volume 3/2019","Search Volume 4/2019","Search Volume 5/2019","Search Volume 6/2019","Search Volume 7/2019","Search Volume 8/2019","Search Volume 9/2019","Search Volume 10/2019","Search Volume 11/2019","Search Volume 12/2019"
"business attire",29000,"United States",2.01,100,30,"","","","","9900","12100","14800","14800",12100,9900,14800,18100,18100,18100,18100,14800,12100,14800,22200,18100,14800,12100,18100,18100,18100,22200,18100,14800,12100,14800,18100,22200,18100,12100,18100,18100,18100,22200,18100,14800,14800,18100,27100,27100,22200,14800,22200,27100,27100,27100,27100,22200,27100,27100,40500,40500,33100,27100
"wwe stock",36600,"United States",5.83,1,38,"","","","","","","","",18100,18100,18100,33100,22200,27100,22200,18100,22200,18100,12100,12100,14800,14800,12100,18100,18100,18100,12100,9900,12100,9900,8100,12100,14800,27100,33100,27100,22200,27100,74000,60500,90500,60500,60500,74000,40500,33100,33100,33100,33100,74000,40500,27100,40500,33100,22200,40500,40500,22200
"xpo stock",21300,"United States",,0,,"","","","","","","","",,,,,,,,,,,,,9900,8100,5400,8100,5400,5400,8100,8100,9900,9900,8100,8100,,,,,,14800,22200,18100,18100,22200,18100,22200,18100,60500,27100,40500,33100,27100,27100,14800,18100,22200,12100,14800,9900,9900
"coup stock",14200,"United States",1.7,0,,"","","","","","","","",,,,,,,,,,,,,,,,,,4400,2900,5400,2400,1300,2900,1900,1000,3600,1600,1600,6600,1900,3600,8100,2900,4400,14800,6600,4400,18100,9900,9900,18100,8100,8100,12100,8100,9900,22200,27100,14800,22200
"tommy hilfiger jacket",51900,"United States",0.97,100,54,"","","","","","","","",,,40500,33100,22200,22200,22200,18100,27100,33100,40500,60500,90500,90500,49500,33100,27100,27100,27100,22200,27100,33100,33100,60500,110000,110000,74000,49500,49500,40500,27100,27100,27100,33100,60500,110000,135000,110000,74000,60500,49500,33100,22200,18100,22200,22200,27100,74000,110000,110000
"black beans nutrition",22500,"United States",0.54,0,40,"","","","","9900","9900","9900","9900",6600,9900,18100,14800,14800,14800,14800,14800,14800,18100,18100,14800,12100,12100,22200,18100,18100,18100,18100,18100,22200,22200,18100,22200,18100,14800,33100,27100,27100,27100,27100,22200,22200,22200,22200,18100,18100,18100,33100,27100,27100,22200,22200,22200,22200,18100,18100,22200,18100,18100
"oatmeal nutrition",12300,"United States",1.58,2,31,"","","","","9900","9900","9900","9900",9900,8100,12100,12100,12100,12100,12100,9900,9900,9900,9900,12100,9900,9900,12100,9900,12100,9900,9900,9900,9900,12100,9900,12100,12100,9900,18100,14800,14800,14800,14800,12100,14800,14800,12100,12100,9900,9900,14800,12100,14800,12100,12100,12100,12100,12100,12100,12100,12100,9900
"low carb",15300,"United States",1.03,92,60,"","","","","","","9900","9900",9900,9900,18100,14800,14800,14800,14800,12100,12100,12100,12100,12100,9900,9900,18100,14800,14800,14800,14800,12100,12100,12100,12100,12100,9900,9900,18100,14800,14800,14800,14800,14800,18100,18100,14800,14800,12100,12100,22200,18100,18100,14800,14800,14800,14800,14800,14800,14800,12100,9900
"twlo stock",76500,"United States",1.46,0,,"","","","","","","","",,,,,,,,,,,,,49500,40500,33100,40500,27100,27100,40500,22200,14800,27100,9900,9900,,8100,9900,18100,22200,12100,27100,22200,22200,49500,33100,40500,60500,40500,49500,90500,74000,74000,110000,60500,74000,90500,90500,90500,74000,40500
"babydoll dress",21800,"United States",0.79,100,36,"","","","","","","12100","14800",9900,12100,12100,14800,14800,14800,14800,14800,14800,12100,14800,14800,9900,9900,12100,12100,12100,12100,14800,12100,14800,12100,12100,12100,9900,9900,12100,9900,12100,12100,14800,14800,14800,14800,14800,14800,12100,12100,14800,14800,18100,22200,22200,22200,27100,27100,27100,22200,22200,22200
"bpth stock",34300,"United States",2.96,0,,"","","","","","","","",,,,,,,,,,,,880,1000,590,1000,880,1300,1000,1300,1900,1900,1300,1600,,,,,,,6600,2400,1300,1000,1600,1600,2400,1900,1600,8100,4400,246000,60500,22200,12100,14800,9900,6600,8100,9900,9900
"trendy shoes",13400,"United States",1.28,100,36,"","","","","","","1600","1600",1600,1600,1600,1900,1900,1900,2400,1600,2400,2900,2400,2400,3600,3600,2900,2900,3600,2900,2900,2900,5400,6600,3600,3600,5400,5400,3600,4400,4400,4400,3600,4400,8100,8100,5400,5400,9900,9900,9900,8100,9900,8100,8100,12100,22200,22200,12100,12100,18100,18100
"bomber jacket",146000,"United States",1.38,100,27,"","","","","","","90500","135000",201000,201000,201000,165000,246000,301000,246000,201000,246000,368000,368000,368000,450000,450000,246000,201000,246000,165000,135000,90500,135000,165000,165000,246000,301000,246000,165000,135000,135000,110000,74000,74000,90500,110000,135000,165000,201000,201000,135000,135000,135000,90500,90500,74000,110000,135000,165000,201000,246000,246000
"pier one coupon",31300,"United States",0.28,100,30,"","","","","","","","",,,49500,40500,40500,40500,33100,33100,33100,40500,40500,40500,60500,74000,40500,33100,40500,33100,33100,27100,33100,33100,33100,40500,74000,74000,40500,33100,40500,40500,33100,33100,33100,33100,40500,40500,60500,74000,40500,33100,33100,27100,33100,27100,27100,27100,27100,27100,33100,40500
"kohls promo codes",64900,"United States",0.49,27,47,"","","","","","90500","74000","60500",165000,135000,90500,74000,90500,74000,90500,74000,60500,74000,110000,90500,165000,165000,110000,74000,110000,90500,90500,90500,90500,110000,110000,90500,165000,135000,90500,60500,74000,90500,74000,60500,74000,74000,90500,60500,110000,110000,74000,40500,60500,60500,49500,49500,49500,60500,74000,40500,110000,110000
"mens pants",40800,"United States",2.36,100,55,"","","","","","","9900","12100",14800,14800,9900,9900,9900,9900,9900,9900,12100,14800,18100,22200,22200,22200,18100,18100,22200,22200,18100,18100,22200,27100,27100,27100,33100,33100,22200,22200,27100,22200,22200,18100,22200,27100,27100,33100,40500,49500,33100,33100,33100,33100,33100,33100,40500,40500,40500,49500,60500,60500
"child support lawyer",14100,"United States",15.67,63,34,"","","","","","1600","1600","1300",1300,1600,1900,1900,2900,1900,1900,4400,1900,5400,8100,8100,8100,6600,9900,8100,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,12100,9900,12100,12100,9900,9900,12100,12100,12100,12100,9900,9900,12100,14800,14800,14800,14800,12100,14800,14800,14800,14800,12100,14800
"v neck sweater",11800,"United States",1.69,100,36,"","","","","","","4400","8100",12100,12100,9900,6600,5400,3600,3600,2400,2400,4400,6600,12100,14800,18100,12100,8100,5400,4400,2900,1900,2900,4400,8100,12100,18100,18100,12100,8100,8100,5400,2900,2400,3600,5400,9900,18100,22200,22200,14800,9900,8100,4400,3600,2900,3600,6600,12100,22200,27100,27100
"plus size wedding dresses",92800,"United States",1.03,100,35,"","","","","","","60500","60500",49500,49500,90500,74000,74000,74000,74000,60500,74000,74000,90500,90500,74000,60500,110000,90500,90500,90500,74000,90500,90500,90500,90500,90500,74000,74000,135000,90500,90500,90500,90500,90500,90500,90500,90500,74000,60500,74000,110000,90500,90500,74000,90500,90500,110000,110000,110000,90500,74000,74000
"black cargo pants",18300,"United States",0.93,100,36,"","","","","","6600","6600","9900",5400,5400,5400,5400,5400,6600,5400,5400,5400,6600,6600,9900,6600,6600,6600,5400,6600,6600,6600,6600,8100,9900,8100,9900,8100,8100,8100,8100,9900,9900,8100,8100,9900,12100,12100,18100,12100,12100,12100,14800,14800,14800,14800,14800,22200,22200,22200,27100,22200,18100
"gm dealer near me",15200,"United States",4.74,14,42,"","","","","","","","",,,3600,6600,8100,5400,6600,8100,6600,6600,8100,6600,5400,6600,6600,6600,9900,8100,8100,9900,9900,9900,8100,8100,8100,9900,9900,9900,9900,9900,12100,9900,12100,12100,9900,9900,14800,14800,12100,14800,18100,9900,14800,14800,18100,14800,14800,18100,18100,14800
"rite aid stock",39300,"United States",3.67,1,60,"","","","","","","","",,,,,,9900,9900,9900,14800,12100,12100,14800,14800,18100,33100,33100,33100,33100,33100,110000,74000,49500,60500,60500,60500,60500,74000,74000,40500,33100,27100,40500,33100,49500,33100,40500,27100,40500,49500,33100,49500,74000,33100,33100,27100,27100,27100,22200,22200,74000
"alibaba stock",123000,"United States",1.93,5,38,"","","","","","","","",,60500,74000,60500,49500,49500,49500,40500,40500,74000,74000,60500,74000,49500,74000,60500,74000,60500,90500,135000,110000,201000,165000,165000,246000,165000,246000,246000,165000,135000,135000,135000,135000,201000,165000,165000,165000,110000,110000,110000,110000,110000,165000,110000,110000,135000,110000,110000,165000,135000
"quilted jacket",13300,"United States",1.8,100,21,"","","","","","","5400","14800",18100,14800,12100,8100,6600,5400,3600,2400,2900,4400,8100,14800,18100,18100,12100,8100,8100,5400,4400,2400,2900,5400,9900,14800,22200,18100,12100,8100,9900,8100,3600,2400,2900,5400,12100,22200,27100,18100,14800,12100,12100,8100,5400,3600,4400,8100,14800,27100,27100,22200
"mango nutrition",11400,"United States",,0,55,"","","","","","9900","4400","3600",3600,3600,8100,9900,8100,9900,14800,12100,14800,12100,8100,5400,4400,5400,9900,12100,12100,14800,18100,18100,22200,14800,8100,8100,5400,5400,8100,8100,12100,14800,14800,14800,14800,12100,8100,5400,5400,5400,9900,9900,12100,12100,14800,18100,18100,14800,9900,6600,5400,5400
"kawaii clothes",12200,"United States",0.51,100,31,"","","","","","","","",,,,,,,,,,,,,,,8100,6600,8100,6600,6600,6600,8100,6600,5400,5400,6600,6600,6600,6600,8100,6600,6600,8100,8100,6600,6600,6600,9900,9900,9900,8100,9900,8100,9900,12100,14800,14800,14800,12100,18100,14800
"sexy plus size dresses",23000,"United States",0.81,100,30,"","","","","","","27100","14800",8100,9900,12100,12100,9900,12100,9900,8100,9900,12100,22200,22200,22200,27100,33100,40500,49500,33100,27100,27100,33100,33100,27100,33100,27100,22200,33100,22200,22200,22200,22200,22200,18100,18100,22200,22200,18100,18100,22200,18100,22200,22200,22200,22200,27100,27100,27100,22200,22200,22200
"70s fashion women",17800,"United States",0.53,100,,"","170","140","140","110","170","260","480",170,170,320,390,390,880,880,720,720,720,1600,9900,5400,5400,6600,6600,8100,6600,6600,4400,5400,5400,8100,12100,6600,5400,6600,8100,9900,9900,8100,6600,6600,8100,14800,14800,8100,8100,9900,8100,8100,6600,8100,9900,18100,22200,33100,49500,22200,18100
"pink prom dresses",16800,"United States",0.36,100,36,"","","","","","","3600","4400",3600,5400,14800,14800,18100,18100,12100,5400,4400,5400,6600,8100,5400,6600,18100,18100,22200,22200,14800,6600,5400,6600,8100,8100,6600,8100,22200,18100,27100,22200,14800,6600,6600,6600,9900,8100,6600,8100,27100,22200,27100,27100,14800,8100,9900,12100,14800,14800,12100,12100
"sweet 16 dresses",31900,"United States",0.48,100,34,"","","","","","","27100","27100",33100,27100,60500,40500,33100,33100,33100,27100,33100,33100,33100,33100,33100,27100,60500,40500,40500,33100,33100,27100,40500,33100,27100,27100,27100,22200,49500,33100,40500,33100,27100,27100,33100,27100,27100,22200,22200,22200,40500,33100,33100,27100,22200,27100,40500,33100,33100,33100,33100,27100
"insurance",328000,"United States",58.05,56,71,"","","","","","","246000","246000",165000,165000,201000,201000,246000,246000,246000,246000,246000,246000,246000,301000,201000,201000,246000,246000,246000,201000,246000,201000,201000,246000,246000,246000,201000,201000,246000,246000,246000,246000,246000,246000,301000,368000,301000,368000,301000,301000,368000,301000,368000,301000,301000,301000,301000,368000,368000,368000,301000,301000
"seo",130000,"United States",16.37,36,67,"","","","","","","110000","110000",110000,90500,110000,135000,135000,110000,110000,110000,110000,110000,110000,110000,110000,110000,135000,135000,135000,135000,110000,110000,110000,110000,110000,110000,110000,110000,135000,110000,135000,135000,135000,110000,110000,110000,110000,135000,110000,110000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,110000,110000
"almonds nutrition",22300,"United States",1.93,3,39,"","","","","5400","8100","8100","8100",6600,12100,22200,18100,18100,18100,18100,14800,14800,18100,18100,18100,14800,14800,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,18100,18100,27100,27100,27100,27100,22200,22200,27100,22200,22200,22200,18100,14800,27100,22200,22200,22200,22200,22200,27100,22200,22200,22200,18100,18100
"geico commercial",31400,"United States",5.17,15,,"","","","","","","","22200",22200,22200,40500,27100,27100,22200,18100,14800,14800,14800,22200,22200,27100,18100,27100,22200,22200,18100,14800,14800,22200,18100,18100,27100,27100,22200,33100,27100,27100,27100,18100,18100,22200,22200,27100,27100,27100,33100,74000,40500,33100,27100,22200,27100,27100,27100,22200,33100,22200,22200
"long sleeve prom dresses",26100,"United States",0.51,100,32,"","","","","","6600","9900","12100",12100,14800,49500,49500,60500,60500,33100,12100,9900,9900,18100,18100,18100,18100,74000,60500,74000,60500,33100,12100,12100,12100,14800,18100,18100,22200,74000,60500,74000,60500,27100,9900,8100,9900,14800,14800,14800,18100,49500,49500,49500,40500,22200,8100,9900,12100,18100,18100,18100,18100
"north face jacket sale",13700,"United States",1.63,100,41,"","","","","","3600","5400","12100",18100,22200,14800,8100,4400,2400,1900,1300,2400,2900,12100,18100,33100,49500,22200,14800,12100,5400,2900,1900,2900,5400,9900,18100,40500,49500,27100,12100,12100,6600,2900,2400,3600,5400,8100,27100,40500,33100,22200,14800,14800,5400,4400,2900,3600,6600,8100,22200,33100,27100
"buick dealership",35800,"United States",5.96,44,25,"","","","","","","","22200",22200,22200,22200,27100,27100,27100,27100,33100,33100,33100,33100,33100,33100,27100,33100,27100,33100,33100,33100,33100,40500,33100,33100,33100,33100,33100,33100,33100,40500,33100,40500,40500,40500,40500,33100,40500,33100,33100,40500,33100,40500,33100,40500,40500,40500,40500,33100,33100,27100,27100
"business insurance",35000,"United States",68.05,48,67,"","","","","","","18100","18100",18100,18100,18100,22200,22200,22200,22200,22200,22200,40500,33100,22200,22200,18100,27100,22200,27100,27100,27100,22200,22200,22200,22200,27100,27100,27100,33100,27100,33100,33100,33100,33100,33100,33100,27100,27100,22200,22200,33100,33100,33100,40500,33100,27100,40500,40500,33100,33100,33100,40500
"nike sweater",39900,"United States",0.79,100,,"","","2900","1900","2900","5400","6600","12100",18100,27100,33100,27100,22200,22200,18100,12100,14800,22200,27100,40500,60500,74000,40500,27100,27100,22200,18100,12100,18100,27100,33100,40500,60500,90500,33100,27100,27100,22200,14800,12100,18100,27100,33100,49500,60500,74000,33100,33100,33100,18100,18100,14800,22200,33100,40500,49500,74000,110000
"lexus rc 350",25400,"United States",3.39,27,,"","","","","","","","",,,18100,18100,18100,18100,22200,22200,18100,22200,18100,18100,18100,18100,18100,18100,22200,22200,22200,18100,18100,18100,18100,18100,14800,27100,18100,22200,27100,22200,22200,22200,27100,27100,22200,22200,22200,22200,22200,22200,27100,22200,22200,27100,27100,27100,27100,27100,27100,27100
"same day loans",16600,"United States",6.96,21,33,"","","","","","","9900","9900",9900,9900,9900,6600,6600,8100,9900,9900,12100,12100,12100,12100,12100,14800,14800,12100,8100,9900,14800,12100,14800,14800,12100,14800,14800,14800,14800,9900,9900,12100,14800,14800,18100,18100,18100,18100,18100,18100,14800,12100,12100,14800,14800,14800,18100,22200,18100,18100,18100,22200
"black bridesmaid dresses",22200,"United States",1.18,100,40,"","","","","12100","12100","12100","12100",9900,9900,22200,18100,14800,14800,14800,14800,14800,14800,18100,18100,14800,12100,27100,18100,18100,14800,14800,14800,18100,18100,14800,14800,14800,14800,27100,18100,18100,18100,14800,14800,18100,18100,18100,18100,14800,14800,27100,18100,18100,18100,14800,18100,27100,27100,27100,27100,22200,22200
"veil",54000,"United States",0.6,83,54,"","","","","","33100","33100","33100",33100,40500,60500,49500,49500,49500,49500,49500,40500,49500,49500,49500,49500,49500,60500,49500,60500,49500,49500,40500,49500,49500,49500,60500,49500,49500,60500,49500,60500,60500,60500,49500,49500,49500,49500,60500,49500,49500,60500,49500,60500,49500,49500,49500,49500,49500,60500,60500,60500,49500
"3m stock",58700,"United States",2.82,1,,"","","","","","","","",,,18100,18100,18100,18100,14800,18100,18100,14800,14800,14800,18100,18100,18100,22200,27100,22200,22200,27100,27100,27100,27100,49500,33100,33100,49500,60500,49500,49500,40500,40500,40500,40500,40500,60500,40500,40500,49500,40500,33100,90500,74000,60500,74000,60500,49500,74000,49500,49500
"ge stock",771000,"United States",2.43,0,33,"","","","","","","","",,165000,201000,165000,201000,165000,165000,165000,201000,165000,135000,135000,165000,165000,165000,165000,165000,165000,201000,246000,246000,246000,246000,550000,1000000,550000,1220000,823000,1000000,823000,673000,823000,673000,550000,550000,1220000,1220000,1000000,1220000,1000000,1000000,823000,673000,550000,550000,1000000,550000,673000,673000,550000
"twtr stock price",13500,"United States",,0,49,"","","","","","","","",,,,,,,40500,49500,60500,74000,74000,110000,60500,60500,60500,90500,74000,49500,,,,,,,,,,,,74000,60500,110000,33100,27100,18100,18100,12100,9900,12100,14800,9900,12100,14800,12100,14800,12100,12100,18100,14800,14800
"seamless promo code",11600,"United States",1.21,12,,"","","","","","","","",18100,18100,22200,18100,14800,12100,12100,12100,18100,14800,14800,12100,9900,18100,18100,14800,18100,12100,12100,12100,12100,12100,12100,14800,14800,14800,14800,12100,12100,12100,9900,9900,12100,12100,12100,12100,12100,14800,12100,12100,12100,9900,9900,9900,12100,12100,9900,9900,12100,18100
"cgc stock",3200,"United States",1.76,0,31,"","","","","","","","",,,,,,,,,,,,,,,,8100,2900,1900,1300,880,720,590,480,880,1000,720,1000,,,320,320,1943,1595,5317,6506,6506,3557,2378,5317,5317,3557,3557,2909,2909,2378,2909,1943,2378,2909,2378
"cheap desk",26200,"United States",0.84,100,32,"","","4400","5400","6600","9900","6600","5400",12100,14800,18100,18100,14800,14800,14800,14800,22200,27100,18100,14800,18100,18100,22200,18100,18100,14800,14800,18100,27100,27100,18100,14800,18100,18100,27100,18100,22200,22200,22200,22200,33100,40500,27100,22200,22200,22200,27100,22200,22200,22200,22200,27100,33100,40500,27100,22200,22200,27100
"fannie mae stock",30900,"United States",5.31,1,,"","","","","","","","",,,12100,12100,12100,14800,18100,18100,12100,12100,9900,9900,40500,74000,49500,60500,40500,27100,27100,22200,22200,22200,18100,22200,18100,22200,22200,18100,14800,12100,14800,12100,12100,14800,12100,12100,9900,12100,49500,40500,27100,22200,27100,27100,18100,22200,60500,33100,22200,22200
"loans",270000,"United States",8.21,86,58,"","","","","","","246000","246000",246000,246000,201000,165000,201000,246000,301000,246000,246000,301000,165000,165000,165000,165000,135000,110000,110000,135000,165000,165000,165000,165000,135000,135000,135000,165000,135000,110000,110000,135000,165000,165000,301000,368000,246000,301000,246000,301000,246000,201000,201000,246000,301000,301000,301000,301000,301000,301000,246000,301000
"old navy coupon",398000,"United States",0.14,42,54,"","","","","","","201000","201000",135000,135000,246000,246000,301000,301000,368000,368000,301000,450000,301000,368000,450000,550000,201000,246000,301000,368000,368000,368000,450000,550000,368000,450000,550000,673000,301000,301000,368000,368000,368000,450000,450000,823000,450000,550000,673000,673000,165000,165000,368000,368000,450000,450000,450000,550000,368000,450000,450000,550000
"harrington jacket",11500,"United States",1.38,100,36,"","","","","","5400","5400","6600",6600,6600,5400,6600,12100,9900,8100,5400,6600,8100,8100,12100,9900,8100,8100,8100,12100,12100,9900,6600,6600,8100,12100,12100,14800,9900,9900,9900,12100,12100,9900,6600,6600,8100,12100,14800,12100,9900,8100,9900,12100,12100,9900,6600,8100,12100,12100,18100,14800,14800
"cbwtf stock",11700,"United States",4.8,2,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14800,12100,18100,14800,9900,8100,12100,18100,9900,8100,8100,6600
"maxi dresses for women",18900,"United States",1.18,100,36,"","","","","","1600","1000","880",720,720,1600,2400,4400,5400,5400,3600,3600,2400,5400,3600,2900,3600,6600,9900,22200,22200,22200,22200,14800,9900,5400,5400,4400,4400,6600,12100,18100,22200,27100,18100,14800,12100,8100,6600,4400,5400,12100,14800,22200,33100,40500,27100,22200,14800,12100,12100,8100,8100
"papa johns coupon code",53300,"United States",0.43,11,53,"","","","","","14800","18100","18100",14800,18100,22200,49500,49500,40500,49500,49500,49500,40500,60500,74000,74000,74000,60500,60500,49500,60500,60500,60500,74000,74000,74000,74000,60500,60500,60500,74000,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,49500,49500,49500,49500,49500,49500,49500,49500,49500,60500,60500,74000
"express promo code",27400,"United States",0.75,52,38,"","","","","","22200","22200","22200",60500,33100,18100,18100,22200,14800,22200,18100,18100,18100,27100,27100,74000,40500,22200,22200,22200,33100,27100,22200,27100,27100,33100,27100,49500,33100,18100,22200,27100,27100,27100,22200,27100,22200,27100,33100,49500,40500,27100,22200,27100,27100,22200,18100,22200,22200,27100,33100,40500,40500
"vince camuto dresses",14800,"United States",1.39,100,,"","","","","","5400","5400","4400",5400,5400,5400,5400,8100,9900,9900,9900,9900,8100,5400,6600,6600,5400,6600,6600,9900,12100,12100,9900,9900,9900,8100,8100,8100,6600,8100,8100,12100,14800,18100,14800,14800,12100,12100,9900,9900,8100,8100,9900,14800,18100,18100,18100,18100,18100,18100,14800,12100,9900
"chinese dress",17100,"United States",0.55,100,23,"","","","","6600","6600","8100","9900",8100,8100,12100,12100,9900,9900,9900,8100,8100,9900,12100,12100,9900,9900,18100,12100,12100,12100,12100,9900,12100,12100,12100,14800,12100,9900,14800,14800,12100,18100,40500,12100,9900,12100,12100,14800,9900,12100,18100,14800,12100,14800,14800,14800,18100,18100,22200,22200,18100,18100
"porsche 911 for sale",17800,"United States",1.35,84,35,"","","","9900","9900","9900","9900","9900",9900,9900,9900,9900,12100,12100,14800,12100,12100,14800,14800,14800,14800,14800,18100,14800,18100,14800,18100,14800,14800,18100,14800,14800,14800,14800,18100,14800,18100,18100,18100,14800,18100,18100,18100,18100,14800,14800,18100,14800,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100
