Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,SERP Features,Trend
debt collection attorney,1900,71.89,4.46,0.68,101000000,"Local Pack, Reviews","0.79,0.67,0.67,0.79,0.79,0.79,0.79,1.00,0.79,0.79,1.00,0.79"
green mother of the bride dresses,1900,83.99,0.70,1.00,62900000,"Images, Site Links, Reviews, Video","0.67,0.54,0.42,1.00,0.79,0.79,0.79,0.54,0.67,1.00,1.00,1.00"
how to get rid of belly fat in a week,1900,87.90,1.28,1.00,18000000,"Site Links, Reviews, Featured Snippet","0.45,0.34,0.55,0.83,0.66,0.66,0.66,0.66,1.00,0.83,0.45,0.34"
labor lawyers near me,1900,82.10,5.60,0.67,79400000,"Site Links, Reviews","0.79,0.54,0.54,0.79,0.79,0.79,0.79,0.67,0.79,1.00,1.00,1.00"
new car loan,1900,87.26,3.32,0.85,714000000,"Top Stories, Reviews, Featured Snippet","0.79,0.67,0.79,0.67,0.79,0.79,1.00,0.79,0.67,0.67,0.79,0.67"
saab for sale,1900,84.59,0.38,0.84,107000000,"Images, Site Links, Reviews, Video","0.79,1.00,0.79,1.00,0.79,1.00,0.79,0.79,0.79,0.79,1.00,0.79"
best home office desk,1600,85.01,2.56,1.00,2500000000,"Images, Site Links, Reviews, Featured Snippet","0.68,0.68,0.84,0.84,0.84,0.84,0.68,0.68,0.84,1.00,1.00,0.84"
financial risk management,1600,77.08,5.63,0.22,739000000,"Knowledge Panel, Site Links, Featured Snippet","0.84,0.84,0.68,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,1.00"
landscaping prices,1600,74.24,1.26,0.59,209000000,"Images, Site Links, Reviews, Featured Snippet","0.30,0.25,0.30,0.30,0.34,0.66,1.00,1.00,0.66,0.66,0.55,0.45"
property lawyers near me,1600,78.75,3.15,0.61,195000000,"Site Links, Reviews","0.68,0.53,0.46,0.68,0.68,0.84,0.84,1.00,1.00,1.00,1.00,1.00"
u shaped office desk,1600,73.06,3.32,1.00,49800000,"Images, Reviews","1.00,0.81,0.81,1.00,1.00,1.00,0.81,0.81,0.81,1.00,1.00,1.00"
baba yahoo finance,1300,93.26,1.50,0.00,79,"Images, Site Links, Reviews","1.00,0.79,0.37,0.37,0.37,0.42,0.42,0.79,0.54,0.54,0.79,0.54"
costco adjustable desk,1300,76.62,1.84,1.00,93,"Site Links, Reviews, Featured Snippet","0.37,1.00,0.79,0.67,0.54,0.54,0.42,0.42,0.42,0.54,0.54,0.54"
dillards mother of the bride dresses plus size,1300,90.95,0.55,1.00,55,"Images, Site Links","0.67,0.37,0.25,0.54,0.67,1.00,0.67,0.67,0.67,0.54,0.54,0.37"
fp&a analyst,1300,78.51,2.02,0.01,5910000,"Images, Site Links","0.38,0.31,0.31,0.53,0.53,0.68,0.53,0.68,0.68,0.84,1.00,0.84"
free tenant lawyer advice,1300,74.02,2.22,0.84,14900000,,"0.63,0.63,0.63,0.81,0.81,0.63,0.81,0.81,1.00,1.00,1.00,0.81"
keto crust,1300,75.59,1.23,1.00,13200000,Reviews,"0.25,0.25,0.20,0.45,0.34,0.34,0.30,0.25,0.30,0.83,1.00,0.66"
kia niro for sale,1300,87.76,1.90,0.62,4330000,"Images, Site Links, Reviews","1.00,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.84,0.84,0.84,0.84"
local landscaping companies,1300,72.24,3.75,0.60,79900000,"Local Pack, Site Links, Reviews, Video","0.38,0.31,0.21,0.38,0.53,0.84,0.84,1.00,0.84,0.84,0.53,0.53"
nonprofit lawyer,1300,57.21,2.71,0.27,45200000,"Local Pack, Site Links, Reviews, Featured Snippet","1.00,0.81,0.81,0.81,0.81,0.81,1.00,0.81,0.81,0.81,0.81,1.00"
office accent chair,1300,84.61,1.52,1.00,79900000,"Images, Site Links","0.63,0.63,0.63,0.81,0.81,0.63,0.63,0.63,0.81,1.00,1.00,1.00"
shirt style,1300,79.97,0.97,1.00,4440000000,"Images, Site Links, Reviews","0.53,0.46,0.46,0.46,0.53,0.68,0.53,0.68,0.68,0.84,1.00,0.84"
construction scaffolding,1000,72.75,2.76,1.00,75200000,"Site Links, Reviews, Featured Snippet","0.55,0.63,0.37,0.55,0.63,0.63,0.63,0.55,0.63,1.00,1.00,1.00"
desk chairs for sale,1000,88.38,1.47,1.00,141000000,"Local Pack, Images, Site Links, Reviews","0.46,0.68,0.68,0.68,0.46,0.53,0.46,0.46,0.46,0.84,1.00,0.68"
digital media marketing,1000,70.53,6.26,0.25,3110000000,"Knowledge Panel, Site Links, Reviews, Featured Snippet","0.46,0.38,0.31,0.38,0.46,0.68,0.68,0.84,0.53,0.68,0.84,1.00"
floral wedding invitations,1000,74.07,2.18,1.00,90,"Images, Site Links, Reviews","0.45,0.37,0.37,1.00,0.63,0.81,0.63,0.63,0.81,1.00,0.81,0.81"
free printable meal planner,1000,70.36,0.77,0.10,11300000,"Images, Reviews","0.46,0.31,0.46,0.84,0.46,0.46,0.38,0.38,0.53,0.84,1.00,0.84"
modern corner desk,1000,86.90,1.56,1.00,113000000,"Images, Site Links, Reviews","0.63,0.81,0.55,0.81,0.63,0.63,0.63,0.63,0.81,0.81,1.00,0.81"
