Keyword,Currency,Avg. monthly searches,Min search volume,Max search volume,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Dec 2018,Searches: Jan 2019,Searches: Feb 2019,Searches: Mar 2019,Searches: Apr 2019,Searches: May 2019,Searches: Jun 2019,Searches: Jul 2019,Searches: Aug 2019,Searches: Sep 2019,Searches: Oct 2019,Searches: Nov 2019
flower nursery near me,USD,N/A,"1,000","10,000",Low,9,0.96,3.93,,,,,,,,,,,,,,,,,
garden shears,USD,N/A,"1,000","10,000",High,100,0.38,0.83,,,,,,,,,,,,,,,,,
craftsman riding lawn mower,USD,N/A,"1,000","10,000",High,100,0.49,1.5,,,,,,,,,,,,,,,,,
garden landscaping,USD,N/A,"1,000","10,000",Medium,38,1.75,6,,,,,,,,,,,,,,,,,
secateurs,USD,N/A,"1,000","10,000",High,75,0.35,0.56,,,,,,,,,,,,,,,,,
dewalt leaf blower,USD,N/A,"1,000","10,000",High,100,0.24,0.94,,,,,,,,,,,,,,,,,
landscaping bricks,USD,N/A,"10,000","100,000",High,100,0.59,4.31,,,,,,,,,,,,,,,,,
trees for sale near me,USD,N/A,"1,000","10,000",High,100,0.45,3.9,,,,,,,,,,,,,,,,,
garden rake,USD,N/A,"1,000","10,000",High,100,0.28,0.62,,,,,,,,,,,,,,,,,
concrete edging,USD,N/A,"1,000","10,000",High,100,0.57,4.36,,,,,,,,,,,,,,,,,
yard cart,USD,N/A,"1,000","10,000",High,100,0.3,0.95,,,,,,,,,,,,,,,,,
plants for sale near me,USD,N/A,"1,000","10,000",High,100,0.98,2.53,,,,,,,,,,,,,,,,,
bulb planter,USD,N/A,"1,000","10,000",High,100,0.19,1.04,,,,,,,,,,,,,,,,,
electric riding lawn mower,USD,N/A,"1,000","10,000",High,100,0.2,2.72,,,,,,,,,,,,,,,,,
husqvarna leaf blower,USD,N/A,"1,000","10,000",High,100,0.41,0.81,,,,,,,,,,,,,,,,,
weeding tool,USD,N/A,"1,000","10,000",High,100,0.18,0.56,,,,,,,,,,,,,,,,,
pruning saw,USD,N/A,"1,000","10,000",High,100,0.4,2,,,,,,,,,,,,,,,,,
battery powered leaf blower,USD,N/A,"1,000","10,000",High,100,0.33,2.13,,,,,,,,,,,,,,,,,
landscaping services near me,USD,N/A,"1,000","10,000",Medium,53,2.36,8.94,,,,,,,,,,,,,,,,,
hula hoe,USD,N/A,"1,000","10,000",High,100,0.31,0.45,,,,,,,,,,,,,,,,,
leaf blower vacuum,USD,N/A,"1,000","10,000",High,100,0.28,1.77,,,,,,,,,,,,,,,,,
apple trees for sale,USD,N/A,"1,000","10,000",High,100,0.24,0.77,,,,,,,,,,,,,,,,,
worx leaf blower,USD,N/A,"1,000","10,000",High,100,0.43,2.22,,,,,,,,,,,,,,,,,
river rock landscaping,USD,N/A,"1,000","10,000",High,100,0.99,4.63,,,,,,,,,,,,,,,,,
piet oudolf,USD,N/A,"1,000","10,000",Low,23,0.37,0.64,,,,,,,,,,,,,,,,,
landscape contractors,USD,N/A,"1,000","10,000",Medium,36,2.13,8.02,,,,,,,,,,,,,,,,,
sod installation,USD,N/A,"1,000","10,000",Medium,50,2.36,7.75,,,,,,,,,,,,,,,,,
dewalt pole saw,USD,N/A,"1,000","10,000",High,100,0.32,0.89,,,,,,,,,,,,,,,,,
hand tiller,USD,N/A,"1,000","10,000",High,100,0.23,0.48,,,,,,,,,,,,,,,,,
pruner,USD,N/A,"1,000","10,000",High,100,0.37,1.24,,,,,,,,,,,,,,,,,
local nurseries,USD,N/A,"1,000","10,000",Low,13,0.7,3,,,,,,,,,,,,,,,,,
landscape borders,USD,N/A,"1,000","10,000",High,100,0.38,4.05,,,,,,,,,,,,,,,,,
battery leaf blower,USD,N/A,"1,000","10,000",High,100,0.29,2.29,,,,,,,,,,,,,,,,,
wholesale nursery,USD,N/A,"1,000","10,000",Low,32,1.17,2.58,,,,,,,,,,,,,,,,,
weeder,USD,N/A,"1,000","10,000",High,100,0.25,2.39,,,,,,,,,,,,,,,,,
bamboo plants for sale,USD,N/A,"1,000","10,000",High,100,0.2,0.96,,,,,,,,,,,,,,,,,
best cordless leaf blower,USD,N/A,"1,000","10,000",High,100,0.17,0.71,,,,,,,,,,,,,,,,,
toro leaf blower,USD,N/A,"1,000","10,000",High,100,0.26,1.15,,,,,,,,,,,,,,,,,
lawn maintenance near me,USD,N/A,"1,000","10,000",Medium,56,2.35,11.07,,,,,,,,,,,,,,,,,
sunset landscape,USD,N/A,"1,000","10,000",Low,1,2.61,9.28,,,,,,,,,,,,,,,,,
digging tools,USD,N/A,"1,000","10,000",High,100,0.31,1.04,,,,,,,,,,,,,,,,,
garden fork,USD,N/A,"1,000","10,000",High,100,0.29,0.81,,,,,,,,,,,,,,,,,
black and decker leaf blower,USD,N/A,"1,000","10,000",High,100,0.38,1.93,,,,,,,,,,,,,,,,,
tools used for gardening,USD,N/A,"1,000","10,000",Medium,35,0.47,2.7,,,,,,,,,,,,,,,,,
hedge shears,USD,N/A,"1,000","10,000",High,100,0.38,0.95,,,,,,,,,,,,,,,,,
avocado tree for sale,USD,N/A,"1,000","10,000",High,100,0.26,0.92,,,,,,,,,,,,,,,,,
felco pruners,USD,N/A,"1,000","10,000",High,100,0.58,1.21,,,,,,,,,,,,,,,,,
pool landscaping,USD,N/A,"1,000","10,000",Medium,56,1.86,5.47,,,,,,,,,,,,,,,,,
broadfork,USD,N/A,"1,000","10,000",High,100,0.21,0.58,,,,,,,,,,,,,,,,,
nature landscape,USD,N/A,"1,000","10,000",Low,2,2.03,6.19,,,,,,,,,,,,,,,,,
landscape edging borders,USD,N/A,"1,000","10,000",High,100,0.56,4.9,,,,,,,,,,,,,,,,,
electric tiller,USD,N/A,"1,000","10,000",High,100,0.21,0.62,,,,,,,,,,,,,,,,,
lawn leveling rake,USD,N/A,"1,000","10,000",High,100,0.27,2,,,,,,,,,,,,,,,,,
magnolia tree for sale,USD,N/A,"1,000","10,000",High,100,0.21,0.83,,,,,,,,,,,,,,,,,
landscape maintenance,USD,N/A,"1,000","10,000",Low,29,1.82,8,,,,,,,,,,,,,,,,,
yard maintenance,USD,N/A,"1,000","10,000",Medium,52,2.5,9.01,,,,,,,,,,,,,,,,,
yard drainage,USD,N/A,"1,000","10,000",High,100,1.69,11.44,,,,,,,,,,,,,,,,,
concrete curbing,USD,N/A,"1,000","10,000",High,100,0.95,4.75,,,,,,,,,,,,,,,,,
garden spade,USD,N/A,"1,000","10,000",High,100,0.35,0.94,,,,,,,,,,,,,,,,,
landscape nursery near me,USD,N/A,"1,000","10,000",Low,12,2.16,8.55,,,,,,,,,,,,,,,,,
landscape design near me,USD,N/A,"1,000","10,000",Medium,53,2.75,9.47,,,,,,,,,,,,,,,,,
landscaping trees,USD,N/A,"1,000","10,000",High,93,2,7.81,,,,,,,,,,,,,,,,,
lawn cart,USD,N/A,"1,000","10,000",High,100,0.28,0.89,,,,,,,,,,,,,,,,,
garden scissors,USD,N/A,"1,000","10,000",High,100,0.41,1.19,,,,,,,,,,,,,,,,,
japanese landscape,USD,N/A,"1,000","10,000",Low,32,1.58,9.88,,,,,,,,,,,,,,,,,
river rock near me,USD,N/A,"1,000","10,000",High,100,0.86,4.73,,,,,,,,,,,,,,,,,
plant and flower nursery near me,USD,N/A,"1,000","10,000",High,80,0.89,4.18,,,,,,,,,,,,,,,,,
wheelbarrow walmart,USD,N/A,"1,000","10,000",High,100,0.05,0.48,,,,,,,,,,,,,,,,,
lawn rake,USD,N/A,"1,000","10,000",High,100,0.3,0.89,,,,,,,,,,,,,,,,,
fall landscape,USD,N/A,"1,000","10,000",Low,1,2.94,10,,,,,,,,,,,,,,,,,
best riding lawn mower 2019,USD,N/A,"1,000","10,000",High,100,0.11,3.73,,,,,,,,,,,,,,,,,
brick edging,USD,N/A,"1,000","10,000",High,100,0.4,3.4,,,,,,,,,,,,,,,,,
pine trees for sale,USD,N/A,"1,000","10,000",High,100,0.31,1.56,,,,,,,,,,,,,,,,,
garden trowel,USD,N/A,"1,000","10,000",High,100,0.32,0.91,,,,,,,,,,,,,,,,,
hoe garden tool,USD,N/A,"1,000","10,000",High,100,0.36,3.55,,,,,,,,,,,,,,,,,
landscape boulders,USD,N/A,"1,000","10,000",High,100,1.16,4.47,,,,,,,,,,,,,,,,,
grub hoe,USD,N/A,"1,000","10,000",High,100,0.27,0.53,,,,,,,,,,,,,,,,,
simple landscape,USD,N/A,"1,000","10,000",Low,3,2.06,8.92,,,,,,,,,,,,,,,,,
native plant nursery,USD,N/A,"1,000","10,000",Low,10,0.61,2.77,,,,,,,,,,,,,,,,,
wheelbarrow for sale,USD,N/A,"1,000","10,000",High,100,0.28,2.47,,,,,,,,,,,,,,,,,
landscape designers near me,USD,N/A,"1,000","10,000",Medium,62,2.85,10.08,,,,,,,,,,,,,,,,,
buy plants,USD,N/A,"1,000","10,000",High,100,0.48,3.78,,,,,,,,,,,,,,,,,
grass shears,USD,N/A,"1,000","10,000",High,100,0.27,0.6,,,,,,,,,,,,,,,,,
modern landscaping,USD,N/A,"1,000","10,000",Medium,63,2.05,7.01,,,,,,,,,,,,,,,,,
fruit trees for sale near me,USD,N/A,"1,000","10,000",High,100,0.34,1.44,,,,,,,,,,,,,,,,,
low maintenance landscaping,USD,N/A,"1,000","10,000",Low,29,0.75,6.45,,,,,,,,,,,,,,,,,
wholesale nursery near me,USD,N/A,"1,000","10,000",Low,15,2.14,3.26,,,,,,,,,,,,,,,,,
landscape curbing,USD,N/A,"1,000","10,000",High,91,1.08,4.56,,,,,,,,,,,,,,,,,
local landscapers,USD,N/A,"1,000","10,000",Medium,49,1.87,6.72,,,,,,,,,,,,,,,,,
garden shovel,USD,N/A,"1,000","10,000",High,100,0.34,0.62,,,,,,,,,,,,,,,,,
wholesale plants,USD,N/A,"1,000","10,000",High,100,0.89,1.96,,,,,,,,,,,,,,,,,
palm trees for sale near me,USD,N/A,"1,000","10,000",High,100,0.68,2.64,,,,,,,,,,,,,,,,,
home depot landscape edging,USD,N/A,"1,000","10,000",High,100,1.83,5.5,,,,,,,,,,,,,,,,,
landscape contractors near me,USD,N/A,"1,000","10,000",Medium,39,3.08,11.05,,,,,,,,,,,,,,,,,
yard tools,USD,N/A,"1,000","10,000",High,100,0.33,1.17,,,,,,,,,,,,,,,,,
commercial landscaping,USD,N/A,"1,000","10,000",Low,29,3.06,10.08,,,,,,,,,,,,,,,,,
sears riding lawn mowers,USD,N/A,"1,000","10,000",High,100,0.19,2.66,,,,,,,,,,,,,,,,,
battery operated leaf blower,USD,N/A,"1,000","10,000",High,100,0.29,2.41,,,,,,,,,,,,,,,,,
backyard landscape design,USD,N/A,"1,000","10,000",High,100,2.11,7.92,,,,,,,,,,,,,,,,,
landscaping business,USD,N/A,"1,000","10,000",Low,26,1.27,5.96,,,,,,,,,,,,,,,,,
front of house landscaping,USD,N/A,"1,000","10,000",High,75,1.9,6.93,,,,,,,,,,,,,,,,,
garden hand tools,USD,N/A,"1,000","10,000",High,100,0.4,1.29,,,,,,,,,,,,,,,,,
wholesale plant nursery,USD,N/A,"1,000","10,000",Low,25,1.12,3.26,,,,,,,,,,,,,,,,,
lemon trees for sale,USD,N/A,"1,000","10,000",High,100,0.33,1,,,,,,,,,,,,,,,,,
2 wheel wheelbarrow,USD,N/A,"1,000","10,000",High,100,0.27,0.67,,,,,,,,,,,,,,,,,
urban landscape,USD,N/A,"1,000","10,000",Low,3,1.97,5.91,,,,,,,,,,,,,,,,,
cactus nursery,USD,N/A,"1,000","10,000",High,89,0.4,1.2,,,,,,,,,,,,,,,,,
flame weeder,USD,N/A,"1,000","10,000",High,100,0.43,1.74,,,,,,,,,,,,,,,,,
black landscape rock,USD,N/A,"1,000","10,000",High,100,0.71,4.2,,,,,,,,,,,,,,,,,
home depot garden tools,USD,N/A,"1,000","10,000",High,100,0.51,2.1,,,,,,,,,,,,,,,,,
bonsai nursery,USD,N/A,"1,000","10,000",High,74,0.4,1.79,,,,,,,,,,,,,,,,,
electric wood chipper,USD,N/A,"1,000","10,000",High,100,0.23,1.5,,,,,,,,,,,,,,,,,
site one near me,USD,N/A,"1,000","10,000",Low,1,0.58,3.27,,,,,,,,,,,,,,,,,
ryobi riding lawn mower,USD,N/A,"1,000","10,000",High,100,0.18,5.5,,,,,,,,,,,,,,,,,
garden tools list,USD,N/A,"1,000","10,000",High,100,0.44,1.49,,,,,,,,,,,,,,,,,
lowes tiller,USD,N/A,"1,000","10,000",High,100,0.17,0.91,,,,,,,,,,,,,,,,,
garden cultivator,USD,N/A,"1,000","10,000",High,100,0.36,1.46,,,,,,,,,,,,,,,,,
small tiller,USD,N/A,"1,000","10,000",High,100,0.28,0.75,,,,,,,,,,,,,,,,,
sod installation near me,USD,N/A,"1,000","10,000",Medium,60,2.1,8.89,,,,,,,,,,,,,,,,,
concrete landscape edging,USD,N/A,"1,000","10,000",High,100,1.02,4.02,,,,,,,,,,,,,,,,,
buy trees,USD,N/A,"1,000","10,000",High,100,0.31,1.4,,,,,,,,,,,,,,,,,
garden claw,USD,N/A,"1,000","10,000",High,100,0.31,0.41,,,,,,,,,,,,,,,,,
kids gardening tools,USD,N/A,"1,000","10,000",High,100,0.4,2,,,,,,,,,,,,,,,,,
best backpack leaf blower,USD,N/A,"1,000","10,000",High,100,0.18,1.02,,,,,,,,,,,,,,,,,
scuffle hoe,USD,N/A,"1,000","10,000",High,100,0.29,0.47,,,,,,,,,,,,,,,,,
small rototiller,USD,N/A,"1,000","10,000",High,100,0.22,0.74,,,,,,,,,,,,,,,,,
hand trowel,USD,N/A,"1,000","10,000",High,100,0.36,1.09,,,,,,,,,,,,,,,,,
retaining wall contractors,USD,N/A,"1,000","10,000",Medium,59,3.1,10.45,,,,,,,,,,,,,,,,,
easy landscape,USD,N/A,"1,000","10,000",Low,2,2.14,9.42,,,,,,,,,,,,,,,,,
cherry trees for sale,USD,N/A,"1,000","10,000",High,100,0.36,1.04,,,,,,,,,,,,,,,,,
landscape architect near me,USD,N/A,"1,000","10,000",Medium,47,2.49,9.83,,,,,,,,,,,,,,,,,
hand cultivator,USD,N/A,"1,000","10,000",High,100,0.29,0.59,,,,,,,,,,,,,,,,,
hillside landscaping,USD,N/A,"1,000","10,000",Low,8,2.48,7.49,,,,,,,,,,,,,,,,,
bow rake,USD,N/A,"1,000","10,000",High,100,0.3,2.5,,,,,,,,,,,,,,,,,
backyard patio designs,USD,N/A,"1,000","10,000",High,100,1.46,5.51,,,,,,,,,,,,,,,,,
grass landscape,USD,N/A,"1,000","10,000",High,100,1.77,7.25,,,,,,,,,,,,,,,,,
lawn edging tool,USD,N/A,"1,000","10,000",High,100,0.3,0.71,,,,,,,,,,,,,,,,,
sickle tool,USD,N/A,"1,000","10,000",High,100,0.26,0.42,,,,,,,,,,,,,,,,,
landscaping bushes,USD,N/A,"1,000","10,000",High,100,1.62,5.34,,,,,,,,,,,,,,,,,
best battery powered leaf blower,USD,N/A,"1,000","10,000",High,100,0.21,1.44,,,,,,,,,,,,,,,,,
lowes landscape edging,USD,N/A,"1,000","10,000",High,100,0.34,1.49,,,,,,,,,,,,,,,,,
small backyard designs,USD,N/A,"1,000","10,000",High,100,0.3,4.55,,,,,,,,,,,,,,,,,
troy bilt rototiller,USD,N/A,"1,000","10,000",High,100,0.3,1.97,,,,,,,,,,,,,,,,,
river rock prices near me,USD,N/A,"1,000","10,000",High,100,1.25,3.31,,,,,,,,,,,,,,,,,
landscaping costs,USD,N/A,"1,000","10,000",Low,31,0.74,3.63,,,,,,,,,,,,,,,,,
greenworks leaf blower,USD,N/A,"1,000","10,000",High,100,0.35,1.04,,,,,,,,,,,,,,,,,
tropical landscape,USD,N/A,"1,000","10,000",Low,17,2.07,7.21,,,,,,,,,,,,,,,,,
land design,USD,N/A,"1,000","10,000",Low,9,2.7,10,,,,,,,,,,,,,,,,,
landscape nursery,USD,N/A,"1,000","10,000",Low,10,1.49,6.73,,,,,,,,,,,,,,,,,
manual edger,USD,N/A,"1,000","10,000",High,100,0.32,0.47,,,,,,,,,,,,,,,,,
peach trees for sale,USD,N/A,"1,000","10,000",High,100,0.4,1.12,,,,,,,,,,,,,,,,,
blueberry bushes for sale,USD,N/A,"1,000","10,000",High,100,0.45,3.3,,,,,,,,,,,,,,,,,
spading fork,USD,N/A,"1,000","10,000",High,100,0.23,0.45,,,,,,,,,,,,,,,,,
fruit tree nursery,USD,N/A,"1,000","10,000",High,86,0.34,2.2,,,,,,,,,,,,,,,,,
rototiller lowes,USD,N/A,"1,000","10,000",High,100,0.28,0.85,,,,,,,,,,,,,,,,,
cordless grass trimmer,USD,N/A,"1,000","10,000",High,100,0.24,1.09,,,,,,,,,,,,,,,,,
landscape drainage,USD,N/A,"1,000","10,000",High,100,1.42,9.23,,,,,,,,,,,,,,,,,
rock yard near me,USD,N/A,"1,000","10,000",High,79,1.38,5.8,,,,,,,,,,,,,,,,,
cordless leaf vacuum,USD,N/A,"1,000","10,000",High,100,0.22,0.67,,,,,,,,,,,,,,,,,
yard design,USD,N/A,"1,000","10,000",High,100,1.07,3.91,,,,,,,,,,,,,,,,,
landscaping around trees,USD,N/A,"1,000","10,000",High,100,3.3,11.38,,,,,,,,,,,,,,,,,
mulberry tree for sale,USD,N/A,"1,000","10,000",High,100,0.26,1.15,,,,,,,,,,,,,,,,,
leaf blowers on sale,USD,N/A,"1,000","10,000",High,100,0.39,2.43,,,,,,,,,,,,,,,,,
best electric leaf blower,USD,N/A,"1,000","10,000",High,100,0.16,0.67,,,,,,,,,,,,,,,,,
japanese maple tree for sale,USD,N/A,"1,000","10,000",High,100,0.17,1.39,,,,,,,,,,,,,,,,,
succulent nursery,USD,N/A,"1,000","10,000",High,87,0.33,1.06,,,,,,,,,,,,,,,,,
mango tree for sale,USD,N/A,"1,000","10,000",High,100,0.15,1,,,,,,,,,,,,,,,,,
cherry blossom tree for sale,USD,N/A,"1,000","10,000",High,100,0.2,1.04,,,,,,,,,,,,,,,,,
persimmon tree for sale,USD,N/A,"1,000","10,000",High,100,0.19,0.66,,,,,,,,,,,,,,,,,
garden spiral hole drill planter,USD,N/A,"1,000","10,000",High,100,0.36,0.54,,,,,,,,,,,,,,,,,
lawn tools,USD,N/A,"1,000","10,000",High,100,0.26,0.91,,,,,,,,,,,,,,,,,
succulent nursery near me,USD,N/A,"1,000","10,000",High,91,0.58,3.22,,,,,,,,,,,,,,,,,
landscape construction,USD,N/A,"1,000","10,000",Low,25,2.74,9.27,,,,,,,,,,,,,,,,,
ecoborder landscape edging,USD,N/A,"1,000","10,000",High,100,0.17,2.09,,,,,,,,,,,,,,,,,
flower landscape,USD,N/A,"1,000","10,000",Medium,65,1.8,6.8,,,,,,,,,,,,,,,,,
mantis rototiller,USD,N/A,"1,000","10,000",High,100,0.31,1.08,,,,,,,,,,,,,,,,,
plastic wheelbarrow,USD,N/A,"1,000","10,000",High,100,0.2,0.58,,,,,,,,,,,,,,,,,
stirrup hoe,USD,N/A,"1,000","10,000",High,100,0.33,0.57,,,,,,,,,,,,,,,,,
front yard design,USD,N/A,"1,000","10,000",High,100,1.51,6.1,,,,,,,,,,,,,,,,,
gas lawn edger,USD,N/A,"1,000","10,000",High,100,0.22,2.13,,,,,,,,,,,,,,,,,
oak trees for sale,USD,N/A,"1,000","10,000",High,100,0.31,1.1,,,,,,,,,,,,,,,,,
above ground pool landscaping,USD,N/A,"1,000","10,000",High,100,1.96,5.83,,,,,,,,,,,,,,,,,
flower bed designs,USD,N/A,"1,000","10,000",High,100,0.69,2.92,,,,,,,,,,,,,,,,,
watering wand,USD,N/A,"1,000","10,000",High,100,0.41,0.75,,,,,,,,,,,,,,,,,
small front yard landscaping,USD,N/A,"1,000","10,000",High,100,1.66,7.34,,,,,,,,,,,,,,,,,
fiskars loppers,USD,N/A,"1,000","10,000",High,100,0.19,0.63,,,,,,,,,,,,,,,,,
bonsai nursery near me,USD,N/A,"1,000","10,000",High,76,0.88,3.1,,,,,,,,,,,,,,,,,
modern landscape design,USD,N/A,"1,000","10,000",High,100,2.4,7.89,,,,,,,,,,,,,,,,,
best gas leaf blower,USD,N/A,"1,000","10,000",High,100,0.16,0.57,,,,,,,,,,,,,,,,,
native plant nursery near me,USD,N/A,"1,000","10,000",Low,10,1.45,3.7,,,,,,,,,,,,,,,,,
lawn roller for sale,USD,N/A,"1,000","10,000",High,100,0.33,1.89,,,,,,,,,,,,,,,,,
affordable landscaping,USD,N/A,"1,000","10,000",Medium,46,1.75,5.38,,,,,,,,,,,,,,,,,
best battery leaf blower,USD,N/A,"1,000","10,000",High,100,0.15,1.23,,,,,,,,,,,,,,,,,
two wheel wheelbarrow,USD,N/A,"1,000","10,000",High,100,0.26,0.64,,,,,,,,,,,,,,,,,
kids gardening gloves,USD,N/A,"1,000","10,000",High,100,0.41,4,,,,,,,,,,,,,,,,,
fruit tree nursery near me,USD,N/A,"1,000","10,000",High,80,0.74,4.5,,,,,,,,,,,,,,,,,
shrubs for sale,USD,N/A,"1,000","10,000",High,100,0.26,1.34,,,,,,,,,,,,,,,,,
dogwood trees for sale,USD,N/A,"1,000","10,000",High,100,0.28,1,,,,,,,,,,,,,,,,,
fiskars pruners,USD,N/A,"1,000","10,000",High,100,0.36,0.67,,,,,,,,,,,,,,,,,
menards riding lawn mowers,USD,N/A,"1,000","10,000",High,100,0.14,2.82,,,,,,,,,,,,,,,,,
lilac bush for sale,USD,N/A,"1,000","10,000",High,100,0.27,0.92,,,,,,,,,,,,,,,,,
leaf blower black friday,USD,N/A,"1,000","10,000",High,100,0.41,0.83,,,,,,,,,,,,,,,,,
no dig landscape edging,USD,N/A,"1,000","10,000",High,100,0.27,1.4,,,,,,,,,,,,,,,,,
spade tool,USD,N/A,"1,000","10,000",High,100,0.37,0.95,,,,,,,,,,,,,,,,,
hardscaping near me,USD,N/A,"1,000","10,000",Medium,52,2.34,9.03,,,,,,,,,,,,,,,,,
