Keyword,Currency,Avg. monthly searches,Min search volume,Max search volume,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Dec 2018,Searches: Jan 2019,Searches: Feb 2019,Searches: Mar 2019,Searches: Apr 2019,Searches: May 2019,Searches: Jun 2019,Searches: Jul 2019,Searches: Aug 2019,Searches: Sep 2019,Searches: Oct 2019,Searches: Nov 2019
yoga pants,USD,N/A,"100,000","1,000,000",High,100,1.51,6.41,,,,,,,,,,,,,,,,,
asos us,USD,N/A,"100,000","1,000,000",High,100,0.67,2.04,,,,,,,,,,,,,,,,,
american eagle jeans,USD,N/A,"100,000","1,000,000",High,100,0.06,1.11,,,,,,,,,,,,,,,,,
dresses for women,USD,N/A,"100,000","1,000,000",High,100,0.89,2.52,,,,,,,,,,,,,,,,,
sweatpants,USD,N/A,"100,000","1,000,000",High,100,0.63,1.85,,,,,,,,,,,,,,,,,
sweater dress,USD,N/A,"100,000","1,000,000",High,100,0.57,1.83,,,,,,,,,,,,,,,,,
plus size swimwear,USD,N/A,"100,000","1,000,000",High,100,1.02,2.58,,,,,,,,,,,,,,,,,
trench coat,USD,N/A,"10,000","100,000",High,100,0.62,2.19,,,,,,,,,,,,,,,,,
cargo pants,USD,N/A,"10,000","100,000",High,100,0.68,1.87,,,,,,,,,,,,,,,,,
denim jacket,USD,N/A,"10,000","100,000",High,100,0.77,2.5,,,,,,,,,,,,,,,,,
business casual women,USD,N/A,"100,000","1,000,000",High,100,1.26,5.75,,,,,,,,,,,,,,,,,
coat,USD,N/A,"10,000","100,000",High,100,0.63,2.28,,,,,,,,,,,,,,,,,
shirt dress,USD,N/A,"100,000","1,000,000",High,100,1,4.17,,,,,,,,,,,,,,,,,
nike shorts,USD,N/A,"100,000","1,000,000",High,100,0.42,1.66,,,,,,,,,,,,,,,,,
vintage clothing,USD,N/A,"10,000","100,000",High,100,0.43,2,,,,,,,,,,,,,,,,,
party dresses,USD,N/A,"10,000","100,000",High,100,0.52,1.81,,,,,,,,,,,,,,,,,
graduation dress,USD,N/A,"100,000","1,000,000",High,100,0.4,1.71,,,,,,,,,,,,,,,,,
fashion nova men,USD,N/A,"100,000","1,000,000",High,100,0.69,1.5,,,,,,,,,,,,,,,,,
carhartt jacket,USD,N/A,"100,000","1,000,000",High,100,1.08,9.31,,,,,,,,,,,,,,,,,
bodycon dress,USD,N/A,"10,000","100,000",High,100,0.53,1.28,,,,,,,,,,,,,,,,,
lululemon leggings,USD,N/A,"100,000","1,000,000",High,100,0.45,1.65,,,,,,,,,,,,,,,,,
70s fashion,USD,N/A,"100,000","1,000,000",High,100,0.17,0.4,,,,,,,,,,,,,,,,,
quinceanera dresses,USD,N/A,"100,000","1,000,000",High,100,0.39,0.75,,,,,,,,,,,,,,,,,
patagonia jacket,USD,N/A,"100,000","1,000,000",High,100,0.26,0.97,,,,,,,,,,,,,,,,,
girls dresses,USD,N/A,"10,000","100,000",High,100,0.54,2,,,,,,,,,,,,,,,,,
prom dresses 2019,USD,N/A,"100,000","1,000,000",High,100,0.27,0.67,,,,,,,,,,,,,,,,,
boyfriend jeans,USD,N/A,"10,000","100,000",High,100,0.88,3,,,,,,,,,,,,,,,,,
sequin dress,USD,N/A,"10,000","100,000",High,100,0.66,2.31,,,,,,,,,,,,,,,,,
puffer jacket,USD,N/A,"10,000","100,000",High,100,0.73,2.19,,,,,,,,,,,,,,,,,
jean jacket,USD,N/A,"100,000","1,000,000",High,100,0.69,2.21,,,,,,,,,,,,,,,,,
baby girl clothes,USD,N/A,"10,000","100,000",High,100,0.5,1.67,,,,,,,,,,,,,,,,,
tank top,USD,N/A,"10,000","100,000",High,100,1.2,3.66,,,,,,,,,,,,,,,,,
jackets for men,USD,N/A,"100,000","1,000,000",High,100,1.05,12.5,,,,,,,,,,,,,,,,,
cute outfits,USD,N/A,"10,000","100,000",High,100,1.03,5.12,,,,,,,,,,,,,,,,,
nike sweatpants,USD,N/A,"100,000","1,000,000",High,100,0.26,1.04,,,,,,,,,,,,,,,,,
sundress,USD,N/A,"10,000","100,000",High,100,0.82,3.71,,,,,,,,,,,,,,,,,
little black dress,USD,N/A,"10,000","100,000",High,100,0.64,2.12,,,,,,,,,,,,,,,,,
baby boy clothes,USD,N/A,"10,000","100,000",High,100,0.51,1.9,,,,,,,,,,,,,,,,,
columbia jacket,USD,N/A,"100,000","1,000,000",High,100,1.36,81.94,,,,,,,,,,,,,,,,,
midi dress,USD,N/A,"10,000","100,000",High,100,0.73,2.21,,,,,,,,,,,,,,,,,
long sleeve dress,USD,N/A,"10,000","100,000",High,100,0.6,1.95,,,,,,,,,,,,,,,,,
dillards dresses,USD,N/A,"100,000","1,000,000",High,100,0.52,1.29,,,,,,,,,,,,,,,,,
gown,USD,N/A,"10,000","100,000",High,100,0.76,2.33,,,,,,,,,,,,,,,,,
moncler jacket,USD,N/A,"10,000","100,000",High,100,0.48,2.07,,,,,,,,,,,,,,,,,
wrap dress,USD,N/A,"10,000","100,000",High,100,0.75,2.43,,,,,,,,,,,,,,,,,
khaki pants,USD,N/A,"10,000","100,000",High,100,0.74,3.16,,,,,,,,,,,,,,,,,
palazzo pants,USD,N/A,"10,000","100,000",High,100,0.42,1.26,,,,,,,,,,,,,,,,,
t shirt dress,USD,N/A,"10,000","100,000",High,100,0.5,1.88,,,,,,,,,,,,,,,,,
high waisted jeans,USD,N/A,"10,000","100,000",High,100,0.91,3.16,,,,,,,,,,,,,,,,,
off white hoodie,USD,N/A,"10,000","100,000",High,100,0.38,1.48,,,,,,,,,,,,,,,,,
long dress,USD,N/A,"10,000","100,000",High,100,0.55,1.82,,,,,,,,,,,,,,,,,
kids clothes,USD,N/A,"10,000","100,000",High,100,0.89,3.58,,,,,,,,,,,,,,,,,
evening dresses,USD,N/A,"10,000","100,000",High,100,0.5,1.61,,,,,,,,,,,,,,,,,
baby girl,USD,N/A,"10,000","100,000",High,100,0.41,1.38,,,,,,,,,,,,,,,,,
amiri jeans,USD,N/A,"10,000","100,000",High,100,0.27,1.18,,,,,,,,,,,,,,,,,
plus size wedding dresses,USD,N/A,"10,000","100,000",High,100,0.53,1.4,,,,,,,,,,,,,,,,,
calvin klein underwear,USD,N/A,"10,000","100,000",High,100,1.16,8.49,,,,,,,,,,,,,,,,,
leotard,USD,N/A,"10,000","100,000",High,100,0.64,1.35,,,,,,,,,,,,,,,,,
evening gowns,USD,N/A,"10,000","100,000",High,100,0.64,1.87,,,,,,,,,,,,,,,,,
adidas tracksuit,USD,N/A,"10,000","100,000",High,100,0.8,8.49,,,,,,,,,,,,,,,,,
winter coats,USD,N/A,"10,000","100,000",High,100,0.73,2.69,,,,,,,,,,,,,,,,,
flapper dress,USD,N/A,"10,000","100,000",High,100,0.32,1.27,,,,,,,,,,,,,,,,,
adidas pants,USD,N/A,"10,000","100,000",High,100,0.81,4.52,,,,,,,,,,,,,,,,,
mother of the groom dresses,USD,N/A,"10,000","100,000",High,100,0.44,1.27,,,,,,,,,,,,,,,,,
nike leggings,USD,N/A,"10,000","100,000",High,100,0.34,1.29,,,,,,,,,,,,,,,,,
cheap wedding dresses,USD,N/A,"10,000","100,000",High,100,0.51,1.57,,,,,,,,,,,,,,,,,
casual dresses,USD,N/A,"10,000","100,000",High,100,0.61,2.7,,,,,,,,,,,,,,,,,
mens shorts,USD,N/A,"10,000","100,000",High,100,1,3.27,,,,,,,,,,,,,,,,,
1920s fashion,USD,N/A,"10,000","100,000",High,100,0.19,1.22,,,,,,,,,,,,,,,,,
beach wedding dresses,USD,N/A,"10,000","100,000",High,100,0.47,1.91,,,,,,,,,,,,,,,,,
wholesale clothing,USD,N/A,"10,000","100,000",High,100,0.59,1.46,,,,,,,,,,,,,,,,,
cocktail attire,USD,N/A,"10,000","100,000",High,100,0.51,1.75,,,,,,,,,,,,,,,,,
swimsuits for women,USD,N/A,"100,000","1,000,000",High,100,1.25,3.41,,,,,,,,,,,,,,,,,
90s outfits,USD,N/A,"10,000","100,000",High,100,0.63,2.86,,,,,,,,,,,,,,,,,
denim dress,USD,N/A,"10,000","100,000",High,100,0.74,2.6,,,,,,,,,,,,,,,,,
yellow dress,USD,N/A,"10,000","100,000",High,100,0.57,1.82,,,,,,,,,,,,,,,,,
pink dress,USD,N/A,"10,000","100,000",High,100,0.51,1.59,,,,,,,,,,,,,,,,,
plus size bathing suits,USD,N/A,"10,000","100,000",High,100,1.08,2.51,,,,,,,,,,,,,,,,,
80s outfits,USD,N/A,"10,000","100,000",High,97,0.21,0.29,,,,,,,,,,,,,,,,,
sexy dress,USD,N/A,"10,000","100,000",High,100,0.45,1.18,,,,,,,,,,,,,,,,,
mens fashion,USD,N/A,"10,000","100,000",High,100,1.28,4.06,,,,,,,,,,,,,,,,,
black jeans,USD,N/A,"10,000","100,000",High,100,1,3.53,,,,,,,,,,,,,,,,,
lace dress,USD,N/A,"10,000","100,000",High,100,0.62,1.73,,,,,,,,,,,,,,,,,
boho dresses,USD,N/A,"10,000","100,000",High,100,0.46,1.2,,,,,,,,,,,,,,,,,
tracksuit,USD,N/A,"10,000","100,000",High,100,0.41,1.65,,,,,,,,,,,,,,,,,
dickies pants,USD,N/A,"10,000","100,000",High,100,1.21,3.29,,,,,,,,,,,,,,,,,
prom dresses near me,USD,N/A,"10,000","100,000",High,100,0.36,1.5,,,,,,,,,,,,,,,,,
tommy hilfiger jacket,USD,N/A,"10,000","100,000",High,100,0.45,1.14,,,,,,,,,,,,,,,,,
supreme shirt,USD,N/A,"10,000","100,000",High,100,0.16,0.74,,,,,,,,,,,,,,,,,
hebeos,USD,N/A,"10,000","100,000",High,100,0.7,1,,,,,,,,,,,,,,,,,
gold dress,USD,N/A,"10,000","100,000",High,100,0.5,1.39,,,,,,,,,,,,,,,,,
semi formal dresses,USD,N/A,"10,000","100,000",High,100,0.45,1.72,,,,,,,,,,,,,,,,,
e girl outfits,USD,N/A,"10,000","100,000",High,100,0.48,1.89,,,,,,,,,,,,,,,,,
spanx leggings,USD,N/A,"10,000","100,000",High,100,0.56,2.98,,,,,,,,,,,,,,,,,
halter top,USD,N/A,"10,000","100,000",High,100,0.49,1.65,,,,,,,,,,,,,,,,,
blazer dress,USD,N/A,"10,000","100,000",High,100,0.45,1.87,,,,,,,,,,,,,,,,,
heated jacket,USD,N/A,"10,000","100,000",High,100,0.24,1.45,,,,,,,,,,,,,,,,,
bridal shops near me,USD,N/A,"10,000","100,000",High,96,1.56,4.55,,,,,,,,,,,,,,,,,
white maxi dress,USD,N/A,"10,000","100,000",High,100,0.79,2.1,,,,,,,,,,,,,,,,,
mens coats,USD,N/A,"10,000","100,000",High,100,1.09,12.5,,,,,,,,,,,,,,,,,
plus size formal dresses,USD,N/A,"10,000","100,000",High,100,0.57,1.8,,,,,,,,,,,,,,,,,
teddy coat,USD,N/A,"10,000","100,000",High,100,0.59,1.62,,,,,,,,,,,,,,,,,
nike sweatshirt,USD,N/A,"10,000","100,000",High,100,0.19,1.11,,,,,,,,,,,,,,,,,
green dress,USD,N/A,"10,000","100,000",High,100,0.53,1.79,,,,,,,,,,,,,,,,,
royal blue dress,USD,N/A,"10,000","100,000",High,100,0.49,1.64,,,,,,,,,,,,,,,,,
miss me jeans,USD,N/A,"10,000","100,000",High,100,0.22,0.94,,,,,,,,,,,,,,,,,
girls clothes,USD,N/A,"10,000","100,000",High,100,0.72,2.7,,,,,,,,,,,,,,,,,
skater dress,USD,N/A,"10,000","100,000",High,100,0.65,2.18,,,,,,,,,,,,,,,,,
jcpenney dresses,USD,N/A,"10,000","100,000",High,100,0.42,1.64,,,,,,,,,,,,,,,,,
plus size swimsuits,USD,N/A,"10,000","100,000",High,100,1.11,2.69,,,,,,,,,,,,,,,,,
long sleeve shirts,USD,N/A,"10,000","100,000",High,100,0.63,2.43,,,,,,,,,,,,,,,,,
burgundy dress,USD,N/A,"10,000","100,000",High,100,0.53,1.68,,,,,,,,,,,,,,,,,
nordstrom dresses,USD,N/A,"10,000","100,000",High,100,0.3,1.81,,,,,,,,,,,,,,,,,
jeans for women,USD,N/A,"10,000","100,000",High,100,1.45,3.89,,,,,,,,,,,,,,,,,
adidas jacket,USD,N/A,"10,000","100,000",High,100,0.81,3.86,,,,,,,,,,,,,,,,,
black wedding dresses,USD,N/A,"10,000","100,000",High,100,0.77,3,,,,,,,,,,,,,,,,,
floral dress,USD,N/A,"10,000","100,000",High,100,0.68,2.1,,,,,,,,,,,,,,,,,
mens winter coats,USD,N/A,"10,000","100,000",High,100,0.87,2.51,,,,,,,,,,,,,,,,,
1920s dress,USD,N/A,"10,000","100,000",High,100,0.34,1.26,,,,,,,,,,,,,,,,,
ball gown,USD,N/A,"10,000","100,000",High,100,0.46,1.68,,,,,,,,,,,,,,,,,
sweaters for women,USD,N/A,"10,000","100,000",High,100,0.84,2.63,,,,,,,,,,,,,,,,,
mermaid wedding dress,USD,N/A,"10,000","100,000",High,100,0.45,1.83,,,,,,,,,,,,,,,,,
mens leather jackets,USD,N/A,"10,000","100,000",High,100,1.27,2.61,,,,,,,,,,,,,,,,,
gymshark leggings,USD,N/A,"10,000","100,000",High,100,1,2.96,,,,,,,,,,,,,,,,,
red prom dress,USD,N/A,"10,000","100,000",High,100,0.31,0.88,,,,,,,,,,,,,,,,,
boho wedding dress,USD,N/A,"10,000","100,000",High,100,0.47,0.97,,,,,,,,,,,,,,,,,
nike sweatsuit,USD,N/A,"10,000","100,000",High,100,0.31,0.79,,,,,,,,,,,,,,,,,
reformation dresses,USD,N/A,"10,000","100,000",High,100,0.72,2.16,,,,,,,,,,,,,,,,,
purple dress,USD,N/A,"10,000","100,000",High,100,0.42,1.47,,,,,,,,,,,,,,,,,
adidas sweatpants,USD,N/A,"10,000","100,000",High,100,0.83,4.94,,,,,,,,,,,,,,,,,
barbour jacket,USD,N/A,"10,000","100,000",High,100,0.39,1.56,,,,,,,,,,,,,,,,,
nike tracksuit,USD,N/A,"10,000","100,000",High,100,0.18,0.49,,,,,,,,,,,,,,,,,
navy blue dress,USD,N/A,"10,000","100,000",High,100,0.46,1.79,,,,,,,,,,,,,,,,,
target swimsuits,USD,N/A,"10,000","100,000",High,100,0.82,2.07,,,,,,,,,,,,,,,,,
workout clothes,USD,N/A,"10,000","100,000",High,100,1.35,3.86,,,,,,,,,,,,,,,,,
60s fashion,USD,N/A,"10,000","100,000",High,100,0.16,0.41,,,,,,,,,,,,,,,,,
trousers,USD,N/A,"10,000","100,000",High,100,0.68,2.49,,,,,,,,,,,,,,,,,
long sleeve wedding dresses,USD,N/A,"10,000","100,000",High,100,0.63,1.9,,,,,,,,,,,,,,,,,
sundresses,USD,N/A,"10,000","100,000",High,100,0.83,2.6,,,,,,,,,,,,,,,,,
moncler coat,USD,N/A,"10,000","100,000",High,100,0.43,1.75,,,,,,,,,,,,,,,,,
canada goose coat,USD,N/A,"10,000","100,000",High,100,0.54,2.38,,,,,,,,,,,,,,,,,
plus size,USD,N/A,"10,000","100,000",High,100,0.85,2.86,,,,,,,,,,,,,,,,,
winter jacket,USD,N/A,"10,000","100,000",High,100,0.81,2.4,,,,,,,,,,,,,,,,,
a line dress,USD,N/A,"10,000","100,000",High,100,0.65,2.24,,,,,,,,,,,,,,,,,
bridal dresses,USD,N/A,"10,000","100,000",High,100,0.65,2,,,,,,,,,,,,,,,,,
rain jacket,USD,N/A,"10,000","100,000",High,100,0.66,3.21,,,,,,,,,,,,,,,,,
revolve clothing,USD,N/A,"10,000","100,000",Medium,56,0.04,0.08,,,,,,,,,,,,,,,,,
slip dress,USD,N/A,"10,000","100,000",High,100,0.57,2.5,,,,,,,,,,,,,,,,,
white lace dress,USD,N/A,"10,000","100,000",High,100,0.86,2.43,,,,,,,,,,,,,,,,,
beach dresses,USD,N/A,"10,000","100,000",High,100,0.7,2.04,,,,,,,,,,,,,,,,,
skinny jeans,USD,N/A,"10,000","100,000",High,100,1.21,3.09,,,,,,,,,,,,,,,,,
leather pants,USD,N/A,"10,000","100,000",High,100,0.58,2.28,,,,,,,,,,,,,,,,,
corduroy pants,USD,N/A,"10,000","100,000",High,100,0.89,2.76,,,,,,,,,,,,,,,,,
windbreaker jacket,USD,N/A,"10,000","100,000",High,100,0.45,1.62,,,,,,,,,,,,,,,,,
cargo shorts,USD,N/A,"10,000","100,000",High,100,0.75,2.59,,,,,,,,,,,,,,,,,
velvet dress,USD,N/A,"10,000","100,000",High,100,0.52,1.9,,,,,,,,,,,,,,,,,
overall dress,USD,N/A,"10,000","100,000",High,100,0.55,2.08,,,,,,,,,,,,,,,,,
cute dresses,USD,N/A,"10,000","100,000",High,100,0.64,1.96,,,,,,,,,,,,,,,,,
fashion designer,USD,N/A,"10,000","100,000",High,73,1.82,4.41,,,,,,,,,,,,,,,,,
high waisted shorts,USD,N/A,"10,000","100,000",High,100,0.53,2.36,,,,,,,,,,,,,,,,,
simple wedding dresses,USD,N/A,"10,000","100,000",High,100,0.59,1.57,,,,,,,,,,,,,,,,,
jogger pants,USD,N/A,"10,000","100,000",High,100,0.77,2.01,,,,,,,,,,,,,,,,,
plus size prom dresses,USD,N/A,"10,000","100,000",High,100,0.29,1,,,,,,,,,,,,,,,,,
cheap prom dresses,USD,N/A,"10,000","100,000",High,100,0.34,1.14,,,,,,,,,,,,,,,,,
long prom dresses,USD,N/A,"10,000","100,000",High,100,0.3,0.96,,,,,,,,,,,,,,,,,
camo pants,USD,N/A,"10,000","100,000",High,100,0.65,2.18,,,,,,,,,,,,,,,,,
wide leg pants,USD,N/A,"10,000","100,000",High,100,0.8,3.41,,,,,,,,,,,,,,,,,
lace wedding dress,USD,N/A,"10,000","100,000",High,100,0.56,1.54,,,,,,,,,,,,,,,,,
prom girl,USD,N/A,"10,000","100,000",Low,22,2.3,2.3,,,,,,,,,,,,,,,,,
flare jeans,USD,N/A,"10,000","100,000",High,100,0.8,2.51,,,,,,,,,,,,,,,,,
amazon dresses,USD,N/A,"10,000","100,000",High,100,0.17,0.57,,,,,,,,,,,,,,,,,
rachel roy,USD,N/A,"10,000","100,000",Low,8,0.33,1.44,,,,,,,,,,,,,,,,,
cheap dresses,USD,N/A,"10,000","100,000",High,100,0.64,1.74,,,,,,,,,,,,,,,,,
short prom dresses,USD,N/A,"10,000","100,000",High,100,0.33,0.88,,,,,,,,,,,,,,,,,
mens dress shirts,USD,N/A,"10,000","100,000",High,100,1.93,4.91,,,,,,,,,,,,,,,,,
balmain jeans,USD,N/A,"10,000","100,000",High,100,0.25,0.7,,,,,,,,,,,,,,,,,
blue jeans,USD,N/A,"10,000","100,000",High,100,1.52,10.28,,,,,,,,,,,,,,,,,
white dresses for women,USD,N/A,"10,000","100,000",High,100,0.72,2.15,,,,,,,,,,,,,,,,,
fall outfits,USD,N/A,"10,000","100,000",High,100,0.59,5.28,,,,,,,,,,,,,,,,,
womens bathing suits,USD,N/A,"10,000","100,000",High,100,1.33,3.96,,,,,,,,,,,,,,,,,
bootcut jeans,USD,N/A,"10,000","100,000",High,100,0.82,2.3,,,,,,,,,,,,,,,,,
fashion nova dresses,USD,N/A,"10,000","100,000",High,100,0.53,1.84,,,,,,,,,,,,,,,,,
flare pants,USD,N/A,"10,000","100,000",High,100,0.53,1.7,,,,,,,,,,,,,,,,,
short shorts,USD,N/A,"10,000","100,000",High,100,0.69,2.06,,,,,,,,,,,,,,,,,
shein clothing,USD,N/A,"10,000","100,000",High,100,1.15,2.8,,,,,,,,,,,,,,,,,
baby shower dresses,USD,N/A,"10,000","100,000",High,100,0.47,1.61,,,,,,,,,,,,,,,,,
snow pants,USD,N/A,"10,000","100,000",High,100,0.42,1.5,,,,,,,,,,,,,,,,,
abaya,USD,N/A,"10,000","100,000",High,100,0.62,1.63,,,,,,,,,,,,,,,,,
long sleeve maxi dress,USD,N/A,"10,000","100,000",High,100,0.62,1.93,,,,,,,,,,,,,,,,,
venus dresses,USD,N/A,"10,000","100,000",High,100,1.15,4.65,,,,,,,,,,,,,,,,,
vintage dresses,USD,N/A,"10,000","100,000",High,100,0.41,1.14,,,,,,,,,,,,,,,,,
shift dress,USD,N/A,"10,000","100,000",High,100,0.7,2.3,,,,,,,,,,,,,,,,,
online boutiques,USD,N/A,"10,000","100,000",High,100,0.5,1.94,,,,,,,,,,,,,,,,,
mommy and me outfits,USD,N/A,"10,000","100,000",High,100,0.15,0.52,,,,,,,,,,,,,,,,,
adidas leggings,USD,N/A,"10,000","100,000",High,100,1.06,3.57,,,,,,,,,,,,,,,,,
plus size maxi dresses,USD,N/A,"10,000","100,000",High,100,0.68,1.75,,,,,,,,,,,,,,,,,
black denim jacket,USD,N/A,"10,000","100,000",High,100,0.91,3.03,,,,,,,,,,,,,,,,,
online thrift store,USD,N/A,"10,000","100,000",High,86,0.65,1.88,,,,,,,,,,,,,,,,,
varsity jacket,USD,N/A,"10,000","100,000",High,100,0.28,1.13,,,,,,,,,,,,,,,,,
50s fashion,USD,N/A,"10,000","100,000",High,100,0.2,0.55,,,,,,,,,,,,,,,,,
cashmere sweater,USD,N/A,"10,000","100,000",High,100,1.18,3.5,,,,,,,,,,,,,,,,,
1950s fashion,USD,N/A,"10,000","100,000",High,100,0.21,0.94,,,,,,,,,,,,,,,,,
north face coat,USD,N/A,"10,000","100,000",High,100,0.89,1.13,,,,,,,,,,,,,,,,,
fleece jacket,USD,N/A,"10,000","100,000",High,100,0.63,2.64,,,,,,,,,,,,,,,,,
dresses for weddings,USD,N/A,"10,000","100,000",High,100,0.52,1.84,,,,,,,,,,,,,,,,,
bermuda shorts,USD,N/A,"10,000","100,000",High,100,0.52,2.04,,,,,,,,,,,,,,,,,
jean shorts,USD,N/A,"10,000","100,000",High,100,0.92,3,,,,,,,,,,,,,,,,,
petite dresses,USD,N/A,"10,000","100,000",High,100,0.97,3.16,,,,,,,,,,,,,,,,,
satin dress,USD,N/A,"10,000","100,000",High,100,0.35,1.92,,,,,,,,,,,,,,,,,
wedding dresses near me,USD,N/A,"10,000","100,000",High,100,0.89,2.6,,,,,,,,,,,,,,,,,
carhartt pants,USD,N/A,"10,000","100,000",High,100,0.95,4.1,,,,,,,,,,,,,,,,,
adidas sweatshirt,USD,N/A,"10,000","100,000",High,100,0.91,4.84,,,,,,,,,,,,,,,,,
vintage clothing stores,USD,N/A,"10,000","100,000",Medium,34,0.56,1.81,,,,,,,,,,,,,,,,,
compression shorts,USD,N/A,"10,000","100,000",High,100,0.51,1.75,,,,,,,,,,,,,,,,,
zara clothing,USD,N/A,"10,000","100,000",High,100,0.35,1.53,,,,,,,,,,,,,,,,,
rave outfits,USD,N/A,"10,000","100,000",High,100,0.26,0.75,,,,,,,,,,,,,,,,,
coveralls,USD,N/A,"10,000","100,000",High,100,0.39,1.72,,,,,,,,,,,,,,,,,
